"","user_id","restaurant_id","rating"
"214","V0011","R028",1.11
"215","V0011","R009",1.88
"216","V0011","R003",0.97
"217","V0011","R007",3.07
"218","V0012","R009",3.37
"219","V0012","R005",3.91
"220","V0012","R048",4.71
"221","V0012","R047",5.26
"222","V0012","R028",3.76
"223","V0012","R045",2.4
"224","V0012","R015",2.67
"225","V0012","R002",3.97
"226","V0012","R023",2.84
"227","V0012","R034",3.01
"228","V0013","R031",3.48
"229","V0013","R004",4.24
"230","V0013","R032",4.04
"231","V0013","R002",2.17
"232","V0013","R038",3.13
"233","V0013","R011",2.21
"234","V0013","R035",2.91
"235","V0013","R020",2.9
"236","V0013","R041",2.65
"237","V0013","R029",3.24
"238","V0013","R015",3.29
"239","V0013","R026",3.22
"240","V0013","R008",2.56
"241","V0013","R005",3.35
"242","V0013","R012",2.88
"243","V0013","R039",4.26
"244","V0013","R003",3
"245","V0013","R050",2.4
"246","V0013","R040",2.18
"247","V0013","R016",3.25
"248","V0013","R027",3.3
"249","V0013","R023",3.61
"250","V0013","R017",2.96
"251","V0013","R022",1.5
"252","V0013","R030",2.92
"253","V0013","R014",3.77
"254","V0013","R013",3.28
"255","V0013","R010",3.43
"256","V0014","R025",2.56
"257","V0014","R017",3.03
"258","V0014","R030",1.48
"259","V0014","R048",3.63
"260","V0014","R008",2.49
"261","V0014","R034",0.76
"262","V0014","R043",2.27
"263","V0014","R047",2.53
"264","V0014","R045",2.81
"265","V0014","R024",1.32
"266","V0014","R036",2.48
"267","V0014","R020",2.73
"268","V0014","R041",2.34
"269","V0014","R022",1.31
"270","V0014","R004",1.52
"271","V0014","R027",2.86
"272","V0014","R002",1.37
"273","V0014","R040",1.92
"274","V0014","R050",3.45
"275","V0014","R038",2.05
"276","V0014","R039",2.76
"277","V0015","R015",1.89
"278","V0015","R013",3.16
"279","V0015","R022",2.9
"280","V0015","R017",1.34
"281","V0015","R040",6.12
"282","V0015","R011",4.8
"283","V0015","R007",5.79
"284","V0015","R006",4.17
"285","V0015","R003",4.97
"286","V0015","R033",6.42
"287","V0015","R031",4.83
"288","V0015","R038",4.34
"289","V0015","R034",4.66
"290","V0015","R012",5.35
"291","V0015","R009",4.69
"292","V0015","R032",4.11
"293","V0015","R048",3.83
"294","V0016","R047",2.73
"295","V0016","R035",7.04
"296","V0016","R036",0.94
"297","V0016","R016",4.51
"298","V0016","R048",4.91
"299","V0016","R038",2.93
"300","V0016","R046",4.33
"301","V0016","R031",4.07
"302","V0016","R021",4.72
"303","V0016","R005",4.27
"304","V0016","R028",3.94
"305","V0016","R007",4.14
"306","V0016","R033",4.86
"307","V0016","R034",3.95
"308","V0016","R013",4.46
"309","V0016","R002",4.71
"310","V0016","R050",3.06
"311","V0016","R024",4.96
"312","V0016","R043",4.64
"313","V0016","R020",3.77
"314","V0016","R017",3.95
"315","V0017","R017",3.98
"316","V0017","R034",4.52
"317","V0017","R016",3.33
"318","V0017","R039",1.86
"319","V0017","R021",3.67
"320","V0017","R010",4.83
"321","V0017","R049",2.76
"322","V0017","R031",4.05
"323","V0017","R019",4.13
"324","V0017","R006",3.02
"325","V0017","R008",2.86
"326","V0017","R035",2.81
"327","V0017","R022",1.36
"328","V0017","R004",2.38
"329","V0017","R002",3.72
"330","V0017","R013",2.5
"331","V0017","R036",1.18
"332","V0017","R050",3.92
"333","V0017","R043",2.91
"334","V0017","R047",1.11
"335","V0018","R046",4.7
"336","V0018","R022",2.85
"337","V0018","R010",5.22
"338","V0018","R026",4.7
"339","V0018","R040",2.79
"340","V0018","R050",2.66
"341","V0018","R023",6.7
"342","V0018","R042",4.19
"343","V0018","R012",6.95
"344","V0018","R024",5.99
"345","V0018","R049",4.5
"346","V0018","R033",3.7
"347","V0018","R028",1.79
"348","V0018","R045",1.14
"349","V0018","R015",5.39
"350","V0019","R047",2.85
"351","V0019","R011",2.77
"352","V0019","R013",2.35
"353","V0019","R005",5.13
"354","V0019","R048",4.62
"355","V0019","R022",1.85
"356","V0019","R016",5
"357","V0019","R007",4.89
"358","V0019","R026",3.65
"359","V0019","R032",3.64
"360","V0019","R008",0.7
"361","V0019","R035",3.54
"362","V0020","R047",2.6
"363","V0020","R012",2.96
"364","V0020","R040",2.98
"365","V0020","R042",2.42
"366","V0020","R048",3.09
"367","V0020","R022",2.31
"368","V0020","R039",3.03
"369","V0020","R019",2.4
"370","V0020","R005",3.86
"371","V0020","R008",2.51
"372","V0020","R013",1.56
"373","V0020","R038",2.21
"374","V0020","R017",2.39
"375","V0020","R034",1.23
"376","V0020","R033",1.13
"377","V0020","R006",1.78
"378","V0020","R002",3.16
"379","V0021","R027",2.55
"380","V0021","R042",3.82
"381","V0021","R031",3.9
"382","V0021","R011",2.79
"383","V0021","R041",2.62
"384","V0021","R043",4.04
"385","V0021","R012",5.46
"386","V0021","R007",3.11
"387","V0021","R044",3.59
"388","V0021","R001",5.32
"389","V0021","R050",2.95
"390","V0021","R034",5.7
"391","V0021","R002",3.18
"392","V0021","R021",2.88
"393","V0021","R036",4.76
"394","V0021","R019",3.92
"395","V0021","R035",5.12
"396","V0021","R040",3.22
"397","V0022","R042",4.14
"398","V0022","R031",1.81
"399","V0022","R041",4.03
"400","V0022","R049",2.51
"401","V0022","R022",1.95
"402","V0022","R016",3.38
"403","V0022","R025",4.86
"404","V0022","R007",2.11
"405","V0022","R035",2.25
"406","V0022","R010",2.92
"407","V0022","R003",3.54
"408","V0022","R018",3.02
"409","V0022","R004",5.47
"410","V0022","R006",3.36
"411","V0022","R008",3.02
"412","V0022","R043",3.54
"413","V0022","R027",2.22
"414","V0022","R017",3.78
"415","V0022","R034",2.28
"416","V0022","R044",2.22
"417","V0022","R005",3.59
"418","V0022","R021",3.29
"419","V0022","R012",2.1
"420","V0022","R028",3.89
"421","V0022","R026",1.03
"422","V0023","R048",4.84
"423","V0023","R014",3.32
"424","V0023","R034",2.49
"425","V0023","R019",0
"426","V0023","R039",3.72
"427","V0023","R003",2.96
"428","V0023","R036",3.39
"429","V0023","R038",2.05
"430","V0023","R001",5.06
"431","V0023","R026",3.42
"432","V0023","R017",4.68
"433","V0023","R043",4.35
"434","V0023","R010",4.63
"435","V0023","R004",4.75
"436","V0023","R023",4
"437","V0023","R041",5.56
"438","V0023","R022",2.59
"439","V0023","R032",2.4
"440","V0023","R028",5.14
"441","V0023","R016",3.75
"442","V0023","R031",5.17
"443","V0023","R027",3.39
"444","V0023","R044",4.18
"445","V0023","R030",3.69
"446","V0023","R040",1.96
"447","V0024","R035",0.81
"448","V0024","R025",1.99
"449","V0024","R013",2.71
"450","V0024","R029",3.34
"451","V0024","R004",1.99
"452","V0024","R008",3.57
"453","V0024","R018",2.77
"454","V0024","R048",3.51
"455","V0024","R030",3.05
"456","V0024","R003",2.78
"457","V0024","R039",2.82
"458","V0024","R001",4.07
"459","V0024","R043",1.47
"460","V0024","R044",4.04
"461","V0024","R016",2.28
"462","V0024","R027",3.84
"463","V0024","R033",2.61
"464","V0024","R032",2.2
"465","V0024","R049",4.66
"466","V0024","R022",2.98
"467","V0024","R042",4.04
"468","V0024","R010",2.73
"469","V0024","R017",1.98
"470","V0024","R019",1.29
"471","V0024","R011",3.87
"472","V0024","R038",3.2
"473","V0024","R005",3.77
"474","V0025","R030",4.39
"475","V0025","R032",2.56
"476","V0025","R022",3.44
"477","V0025","R046",3.9
"478","V0025","R017",3.11
"479","V0025","R027",1.94
"480","V0025","R019",3.65
"481","V0025","R007",3.44
"482","V0025","R033",3.05
"483","V0025","R024",2.76
"484","V0025","R044",2.76
"485","V0025","R049",3.52
"486","V0025","R010",0.95
"487","V0025","R002",1.91
"488","V0026","R044",3.02
"489","V0026","R016",6.32
"490","V0026","R004",4.45
"491","V0026","R011",2.9
"492","V0026","R041",4.53
"493","V0026","R019",1.04
"494","V0026","R024",3.41
"495","V0026","R021",3.02
"496","V0026","R031",4.77
"497","V0026","R042",3.95
"498","V0026","R047",3.21
"499","V0026","R017",3.2
"500","V0026","R025",5.14
"501","V0026","R002",2.72
"502","V0026","R013",3.81
"503","V0026","R048",3.27
"504","V0026","R038",3.61
"505","V0026","R014",2.79
"506","V0026","R043",2.9
"507","V0026","R003",4.83
"508","V0026","R008",5.08
"509","V0026","R046",5.37
"510","V0026","R018",3.88
"511","V0027","R017",4.94
"512","V0027","R001",3.87
"513","V0027","R044",2.29
"514","V0027","R047",3.98
"515","V0027","R021",0.8
"516","V0027","R046",3.7
"517","V0027","R003",3.09
"518","V0027","R024",0.38
"519","V0027","R039",2.75
"520","V0027","R008",3.36
"521","V0027","R010",3.06
"522","V0027","R030",4.36
"523","V0027","R004",3.08
"524","V0027","R007",1.71
"525","V0027","R019",2.31
"526","V0027","R027",3.1
"527","V0027","R009",0.38
"528","V0027","R040",2.71
"529","V0027","R012",3.84
"530","V0027","R045",2.52
"531","V0028","R016",3.61
"532","V0028","R025",1.48
"533","V0028","R048",4.48
"534","V0028","R022",1.22
"535","V0028","R030",4.01
"536","V0028","R044",2.63
"537","V0028","R009",2.54
"538","V0028","R001",5.1
"539","V0028","R028",3.22
"540","V0028","R050",1.99
"541","V0028","R012",3.48
"542","V0028","R024",2.77
"543","V0028","R019",1.89
"544","V0028","R036",3.52
"545","V0028","R045",5.23
"546","V0029","R050",2.81
"547","V0029","R039",2.28
"548","V0029","R012",6.03
"549","V0029","R027",3.82
"550","V0029","R046",4.12
"551","V0029","R010",3.82
"552","V0029","R034",4.11
"553","V0029","R013",3.95
"554","V0029","R009",4.38
"555","V0029","R022",3.88
"556","V0029","R024",5.33
"557","V0029","R015",4.5
"558","V0029","R038",4.1
"559","V0029","R045",4.59
"560","V0029","R048",4.38
"561","V0029","R014",4.2
"562","V0029","R026",3.94
"563","V0029","R020",5.35
"564","V0029","R007",3.93
"565","V0029","R002",3.1
"566","V0029","R032",5.82
"567","V0029","R033",3.04
"568","V0029","R036",4.43
"569","V0029","R035",2.72
"570","V0029","R040",5.93
"571","V0029","R030",3.56
"572","V0029","R005",6.42
"573","V0030","R001",1.44
"574","V0030","R044",1.04
"575","V0030","R031",2.31
"576","V0030","R038",2.7
"577","V0030","R049",2.91
"578","V0030","R002",2.6
"579","V0030","R010",2.24
"580","V0030","R019",2.43
"581","V0030","R016",3.35
"582","V0030","R004",2.84
"583","V0030","R007",3.59
"584","V0030","R027",4.96
"585","V0030","R014",2.77
"586","V0030","R020",3.14
"587","V0030","R035",3.63
"588","V0030","R039",2.45
"589","V0030","R026",3.49
"590","V0030","R042",3.14
"591","V0030","R045",2.31
"592","V0030","R040",2.06
"593","V0030","R043",2.93
"594","V0030","R011",1.74
"595","V0030","R034",2.18
"596","V0031","R030",2.33
"597","V0031","R033",3.09
"598","V0031","R019",2.35
"599","V0031","R005",1.66
"600","V0031","R041",4.29
"601","V0031","R016",2.73
"602","V0031","R009",2.97
"603","V0031","R032",3.9
"604","V0031","R012",2.83
"605","V0031","R026",1.9
"606","V0031","R039",1
"607","V0031","R043",2.07
"608","V0031","R031",3.94
"609","V0031","R013",3.26
"610","V0031","R048",3.57
"611","V0031","R044",2.58
"612","V0031","R018",3.22
"613","V0031","R035",3.05
"614","V0032","R050",4.97
"615","V0032","R030",4.19
"616","V0032","R018",6.01
"617","V0032","R014",3.74
"618","V0032","R021",2.78
"619","V0032","R024",3.49
"620","V0032","R048",5.14
"621","V0032","R040",4.37
"622","V0032","R046",4.53
"623","V0032","R002",4.45
"624","V0032","R025",4.55
"625","V0032","R039",2.69
"626","V0033","R036",3.63
"627","V0033","R017",4.46
"628","V0033","R013",4.04
"629","V0033","R016",3.75
"630","V0033","R005",0.66
"631","V0033","R031",5.16
"632","V0033","R020",4.29
"633","V0033","R032",3.07
"634","V0033","R002",3.73
"635","V0033","R004",5.42
"636","V0034","R042",2.72
"637","V0034","R008",2.05
"638","V0034","R012",1.54
"639","V0034","R044",1.75
"640","V0034","R001",4.15
"641","V0034","R028",3.27
"642","V0034","R037",3.62
"643","V0034","R025",2.16
"644","V0034","R013",3.92
"645","V0034","R048",1.78
"646","V0034","R009",3.31
"647","V0034","R007",2.66
"648","V0034","R045",3.63
"649","V0034","R006",3.31
"650","V0034","R010",1.07
"651","V0034","R027",4.02
"652","V0034","R017",2.19
"653","V0035","R046",1.08
"654","V0035","R045",1.39
"655","V0035","R017",2.96
"656","V0035","R025",5.23
"657","V0035","R035",4.62
"658","V0035","R008",4.1
"659","V0035","R003",3.05
"660","V0035","R013",3.15
"661","V0035","R050",3.53
"662","V0035","R007",3.73
"663","V0035","R001",3
"664","V0035","R006",3.18
"665","V0035","R047",1.91
"666","V0035","R011",4.75
"667","V0035","R012",3.6
"668","V0035","R040",3.73
"669","V0035","R004",5.04
"670","V0035","R036",3.55
"671","V0035","R029",2.05
"672","V0035","R026",0.66
"673","V0035","R014",3.25
"674","V0035","R027",4.15
"675","V0035","R049",3.35
"676","V0035","R030",3.25
"677","V0035","R048",3.82
"678","V0035","R018",2.99
"679","V0035","R034",2.96
"680","V0035","R023",2.88
"681","V0035","R024",3.55
"682","V0035","R020",5.04
"683","V0036","R047",1.88
"684","V0036","R040",5.59
"685","V0036","R018",2.5
"686","V0036","R035",3.57
"687","V0036","R050",3.12
"688","V0036","R024",1.96
"689","V0036","R009",2.09
"690","V0036","R005",3.83
"691","V0036","R021",3.14
"692","V0036","R003",5.31
"693","V0036","R022",2.66
"694","V0036","R001",5.41
"695","V0036","R013",4.81
"696","V0036","R048",4.04
"697","V0036","R002",4.11
"698","V0036","R027",3.21
"699","V0036","R046",1.94
"700","V0036","R026",3.29
"701","V0036","R011",3.77
"702","V0036","R037",1.98
"703","V0036","R014",3.63
"704","V0036","R036",4.49
"705","V0036","R010",3.15
"706","V0036","R017",5.32
"707","V0036","R016",3.07
"708","V0037","R046",2.18
"709","V0037","R005",2.8
"710","V0037","R008",1.74
"711","V0037","R044",1.4
"712","V0037","R025",3.52
"713","V0037","R043",3.94
"714","V0037","R045",2.93
"715","V0037","R024",3.87
"716","V0037","R010",3.49
"717","V0037","R011",4.49
"718","V0037","R019",0.35
"719","V0037","R012",3.82
"720","V0037","R028",4.68
"721","V0037","R030",3.41
"722","V0037","R023",1.74
"723","V0038","R035",2.08
"724","V0038","R033",1.85
"725","V0038","R010",1.79
"726","V0038","R017",3.77
"727","V0038","R003",3.03
"728","V0038","R038",3.92
"729","V0038","R032",1.62
"730","V0038","R040",1.99
"731","V0038","R023",3.34
"732","V0038","R013",3.82
"733","V0038","R005",3.89
"734","V0038","R022",3.64
"735","V0039","R005",2.6
"736","V0039","R007",3.98
"737","V0039","R031",2.18
"738","V0039","R010",5.14
"739","V0039","R008",3.19
"740","V0039","R033",4.58
"741","V0039","R017",1.25
"742","V0039","R024",3.05
"743","V0039","R009",4.97
"744","V0039","R038",3.84
"745","V0039","R012",3.25
"746","V0039","R023",3.72
"747","V0039","R011",4.24
"748","V0039","R039",3.76
"749","V0039","R001",3.02
"750","V0039","R040",2.41
"751","V0039","R042",3.41
"752","V0039","R044",3.73
"753","V0039","R041",2.22
"754","V0039","R035",3.1
"755","V0039","R027",3.88
"756","V0039","R014",3.8
"757","V0039","R034",2.8
"758","V0039","R019",3.32
"759","V0039","R003",4.4
"760","V0039","R047",3.05
"761","V0040","R011",5.49
"762","V0040","R024",4.83
"763","V0040","R009",4.1
"764","V0040","R017",4.38
"765","V0040","R003",3.4
"766","V0040","R026",4.63
"767","V0040","R028",1.62
"768","V0040","R008",6.16
"769","V0040","R039",3.21
"770","V0040","R036",1.62
"771","V0040","R042",3.01
"772","V0040","R031",3.17
"773","V0041","R048",3.33
"774","V0041","R003",3.98
"775","V0041","R014",3.51
"776","V0041","R015",3.26
"777","V0041","R047",1.46
"778","V0041","R049",2.7
"779","V0041","R041",4.07
"780","V0041","R001",4.83
"781","V0041","R017",2.07
"782","V0041","R030",0.99
"783","V0041","R024",3.15
"784","V0041","R025",3.67
"785","V0041","R009",3.76
"786","V0041","R042",4.25
"787","V0041","R023",3.05
"788","V0041","R002",1.44
"789","V0041","R022",0.92
"790","V0041","R029",1.22
"791","V0041","R037",2.76
"792","V0041","R034",3.32
"793","V0041","R019",1.94
"794","V0041","R027",4.4
"795","V0041","R031",3.99
"796","V0041","R044",2.89
"797","V0041","R028",3.29
"798","V0042","R016",5.87
"799","V0042","R001",4.9
"800","V0042","R012",4.74
"801","V0042","R028",2.87
"802","V0042","R029",4.47
"803","V0042","R023",4.8
"804","V0042","R019",4.35
"805","V0042","R032",2.93
"806","V0042","R045",3.57
"807","V0042","R024",2.43
"808","V0043","R047",0.83
"809","V0043","R022",3.13
"810","V0043","R035",1.6
"811","V0043","R029",3.05
"812","V0043","R008",1.66
"813","V0043","R019",1.71
"814","V0043","R045",2.31
"815","V0043","R021",2.13
"816","V0043","R032",1.68
"817","V0043","R009",2.27
"818","V0043","R049",3
"819","V0043","R013",3.2
"820","V0043","R048",4.41
"821","V0043","R026",3.54
"822","V0043","R043",1.54
"823","V0043","R036",2.77
"824","V0043","R015",2.6
"825","V0043","R046",2.92
"826","V0043","R003",3.48
"827","V0043","R037",3.34
"828","V0043","R017",3.17
"829","V0043","R030",2.95
"830","V0043","R040",1.59
"831","V0043","R010",0.19
"832","V0043","R001",3.59
"833","V0043","R034",3.22
"834","V0044","R020",6.69
"835","V0044","R044",4.73
"836","V0044","R034",6.17
"837","V0044","R018",6.25
"838","V0044","R014",8.07
"839","V0044","R047",5.39
"840","V0044","R038",3.96
"841","V0044","R037",4.66
"842","V0044","R042",3.89
"843","V0044","R033",3.94
"844","V0044","R028",2.54
"845","V0044","R032",5.31
"846","V0044","R026",3.98
"847","V0044","R045",4.1
"848","V0044","R025",6.1
"849","V0045","R044",2.99
"850","V0045","R048",3.53
"851","V0045","R042",3.62
"852","V0045","R049",6.82
"853","V0045","R005",3.08
"854","V0045","R036",4.75
"855","V0045","R008",4.34
"856","V0045","R032",5.39
"857","V0045","R015",3.2
"858","V0045","R038",3.08
"859","V0045","R024",5.82
"860","V0045","R033",5.1
"861","V0045","R001",4.02
"862","V0045","R003",4.23
"863","V0045","R017",4.27
"864","V0045","R043",4.51
"865","V0045","R014",4.15
"866","V0045","R037",2.78
"867","V0045","R046",6.35
"868","V0045","R021",3.41
"869","V0045","R025",4.83
"870","V0045","R045",4.36
"871","V0045","R022",2.16
"872","V0045","R013",3
"873","V0045","R011",3.72
"874","V0045","R019",0.72
"875","V0045","R009",4.05
"876","V0045","R016",4.76
"877","V0046","R002",1.99
"878","V0046","R009",1.82
"879","V0046","R030",2.91
"880","V0046","R033",1.32
"881","V0046","R019",1.97
"882","V0046","R018",2.26
"883","V0046","R029",1.8
"884","V0046","R001",3.77
"885","V0046","R020",3.65
"886","V0046","R011",3.85
"887","V0046","R048",4.82
"888","V0047","R004",3.88
"889","V0047","R036",4.13
"890","V0047","R005",1.91
"891","V0047","R011",4.23
"892","V0047","R042",0.94
"893","V0047","R031",4.98
"894","V0047","R019",1.07
"895","V0047","R049",3.43
"896","V0047","R020",4.45
"897","V0047","R035",3.86
"898","V0047","R017",1.81
"899","V0047","R041",4.67
"900","V0047","R029",2.85
"901","V0047","R022",2.66
"902","V0047","R006",3.69
"903","V0047","R013",4.78
"904","V0047","R037",0.96
"905","V0047","R048",3.8
"906","V0047","R010",3.89
"907","V0047","R034",6.13
"908","V0047","R039",2.7
"909","V0048","R012",3.99
"910","V0048","R019",1.14
"911","V0048","R004",2.24
"912","V0048","R047",2.61
"913","V0048","R042",2.73
"914","V0048","R023",2.04
"915","V0048","R020",1.74
"916","V0048","R024",2.51
"917","V0048","R013",2.1
"918","V0048","R011",5.49
"919","V0048","R009",3.47
"920","V0048","R001",4.31
"921","V0048","R050",3.95
"922","V0048","R048",3.78
"923","V0048","R026",3.12
"924","V0048","R022",2.55
"925","V0048","R010",2.18
"926","V0048","R038",3.64
"927","V0049","R025",4.78
"928","V0049","R012",3.74
"929","V0049","R003",2.98
"930","V0049","R044",2.89
"931","V0049","R017",1.82
"932","V0049","R023",3.63
"933","V0049","R046",2.55
"934","V0049","R002",2.85
"935","V0049","R038",3.28
"936","V0049","R015",2.76
"937","V0049","R032",1.63
"938","V0049","R009",3.83
"939","V0049","R021",2.12
"940","V0049","R007",2.59
"941","V0049","R022",2.02
"942","V0049","R006",2.14
"943","V0049","R045",2.92
"944","V0049","R042",3.31
"945","V0049","R033",3.11
"946","V0050","R006",5.25
"947","V0050","R038",4.11
"948","V0050","R033",3.71
"949","V0050","R019",3.55
"950","V0050","R007",4.07
"951","V0050","R049",2.23
"952","V0050","R040",4.77
"953","V0050","R001",5.27
"954","V0050","R037",2.08
"955","V0050","R020",5.63
"956","V0050","R028",2.83
"957","V0050","R043",3.21
"958","V0050","R015",6.43
"959","V0050","R009",3.35
"960","V0050","R023",2.13
"961","V0050","R013",3.49
"962","V0050","R047",3.72
"963","V0050","R004",5.44
"964","V0050","R003",4.37
"965","V0050","R026",3.54
"966","V0050","R002",2.97
"967","V0050","R044",4.44
"968","V0050","R029",2.69
"969","V0050","R034",4.61
"970","V0050","R014",3.49
"971","V0050","R041",1.97
"972","V0050","R016",4.93
"973","V0051","R018",1.69
"974","V0051","R028",0
"975","V0051","R042",1.39
"976","V0051","R014",0
"977","V0051","R049",3.46
"978","V0051","R040",1.92
"979","V0051","R033",3.67
"980","V0051","R012",5.39
"981","V0051","R035",1.93
"982","V0051","R029",1.38
"983","V0051","R032",2.75
"984","V0051","R026",2.59
"985","V0051","R038",2.53
"986","V0051","R015",3.06
"987","V0051","R031",3.52
"988","V0051","R027",2.37
"989","V0051","R043",2.07
"990","V0051","R019",2.41
"991","V0051","R037",3.96
"992","V0051","R008",0.2
"993","V0051","R013",2.52
"994","V0051","R001",1.98
"995","V0051","R007",2.08
"996","V0051","R036",1.43
"997","V0051","R024",0.99
"998","V0052","R006",2.27
"999","V0052","R005",3.91
